,Clock,Susceptible,Incubated,Infectious-Asymptomatic,Infectious-MildModerateSymptoms,Infectious-SevereSymptoms,Infectious-CriticalSymptoms,Recovered-TemporaryImmunity,Deceased,HealthCareUnit-OccupiedBeds
0,2000-01-01T00:00,1000,0,0,0,0,0,0,0,0
1,2000-01-01T01:00,990,10,0,0,0,0,0,0,0
2,2000-01-01T02:00,990,10,0,0,0,0,0,0,0
3,2000-01-01T03:00,990,10,0,0,0,0,0,0,0
4,2000-01-01T04:00,990,10,0,0,0,0,0,0,0
5,2000-01-01T05:00,990,10,0,0,0,0,0,0,0
6,2000-01-01T06:00,990,10,0,0,0,0,0,0,0
7,2000-01-01T07:00,990,10,0,0,0,0,0,0,0
8,2000-01-01T08:00,990,10,0,0,0,0,0,0,0
9,2000-01-01T09:00,990,10,0,0,0,0,0,0,0
10,2000-01-01T10:00,990,10,0,0,0,0,0,0,0
11,2000-01-01T11:00,990,10,0,0,0,0,0,0,0
12,2000-01-01T12:00,990,10,0,0,0,0,0,0,0
13,2000-01-01T13:00,990,10,0,0,0,0,0,0,0
14,2000-01-01T14:00,990,10,0,0,0,0,0,0,0
15,2000-01-01T15:00,990,10,0,0,0,0,0,0,0
16,2000-01-01T16:00,990,10,0,0,0,0,0,0,0
17,2000-01-01T17:00,990,10,0,0,0,0,0,0,0
18,2000-01-01T18:00,990,10,0,0,0,0,0,0,0
19,2000-01-01T19:00,990,10,0,0,0,0,0,0,0
20,2000-01-01T20:00,990,10,0,0,0,0,0,0,0
21,2000-01-01T21:00,990,10,0,0,0,0,0,0,0
22,2000-01-01T22:00,990,10,0,0,0,0,0,0,0
23,2000-01-01T23:00,990,10,0,0,0,0,0,0,0
24,2000-01-02T00:00,990,10,0,0,0,0,0,0,0
25,2000-01-02T01:00,990,10,0,0,0,0,0,0,0
26,2000-01-02T02:00,990,10,0,0,0,0,0,0,0
27,2000-01-02T03:00,990,10,0,0,0,0,0,0,0
28,2000-01-02T04:00,990,10,0,0,0,0,0,0,0
29,2000-01-02T05:00,990,10,0,0,0,0,0,0,0
30,2000-01-02T06:00,990,10,0,0,0,0,0,0,0
31,2000-01-02T07:00,990,10,0,0,0,0,0,0,0
32,2000-01-02T08:00,990,10,0,0,0,0,0,0,0
33,2000-01-02T09:00,990,10,0,0,0,0,0,0,0
34,2000-01-02T10:00,990,10,0,0,0,0,0,0,0
35,2000-01-02T11:00,990,10,0,0,0,0,0,0,0
36,2000-01-02T12:00,990,10,0,0,0,0,0,0,0
37,2000-01-02T13:00,990,10,0,0,0,0,0,0,0
38,2000-01-02T14:00,990,10,0,0,0,0,0,0,0
39,2000-01-02T15:00,990,10,0,0,0,0,0,0,0
40,2000-01-02T16:00,990,10,0,0,0,0,0,0,0
41,2000-01-02T17:00,990,10,0,0,0,0,0,0,0
42,2000-01-02T18:00,990,10,0,0,0,0,0,0,0
43,2000-01-02T19:00,990,10,0,0,0,0,0,0,0
44,2000-01-02T20:00,990,10,0,0,0,0,0,0,0
45,2000-01-02T21:00,990,10,0,0,0,0,0,0,0
46,2000-01-02T22:00,990,10,0,0,0,0,0,0,0
47,2000-01-02T23:00,990,10,0,0,0,0,0,0,0
48,2000-01-03T00:00,990,10,0,0,0,0,0,0,0
49,2000-01-03T01:00,990,10,0,0,0,0,0,0,0
50,2000-01-03T02:00,990,10,0,0,0,0,0,0,0
51,2000-01-03T03:00,990,10,0,0,0,0,0,0,0
52,2000-01-03T04:00,990,10,0,0,0,0,0,0,0
53,2000-01-03T05:00,990,10,0,0,0,0,0,0,0
54,2000-01-03T06:00,990,10,0,0,0,0,0,0,0
55,2000-01-03T07:00,990,10,0,0,0,0,0,0,0
56,2000-01-03T08:00,990,10,0,0,0,0,0,0,0
57,2000-01-03T09:00,990,10,0,0,0,0,0,0,0
58,2000-01-03T10:00,990,10,0,0,0,0,0,0,0
59,2000-01-03T11:00,990,10,0,0,0,0,0,0,0
60,2000-01-03T12:00,990,10,0,0,0,0,0,0,0
61,2000-01-03T13:00,990,10,0,0,0,0,0,0,0
62,2000-01-03T14:00,990,10,0,0,0,0,0,0,0
63,2000-01-03T15:00,990,10,0,0,0,0,0,0,0
64,2000-01-03T16:00,990,10,0,0,0,0,0,0,0
65,2000-01-03T17:00,990,10,0,0,0,0,0,0,0
66,2000-01-03T18:00,990,10,0,0,0,0,0,0,0
67,2000-01-03T19:00,990,10,0,0,0,0,0,0,0
68,2000-01-03T20:00,990,10,0,0,0,0,0,0,0
69,2000-01-03T21:00,990,10,0,0,0,0,0,0,0
70,2000-01-03T22:00,990,10,0,0,0,0,0,0,0
71,2000-01-03T23:00,990,10,0,0,0,0,0,0,0
72,2000-01-04T00:00,990,10,0,0,0,0,0,0,0
73,2000-01-04T01:00,990,8,0,2,0,0,0,0,0
74,2000-01-04T02:00,990,8,0,2,0,0,0,0,0
75,2000-01-04T03:00,990,8,0,2,0,0,0,0,0
76,2000-01-04T04:00,990,8,0,2,0,0,0,0,0
77,2000-01-04T05:00,990,8,0,2,0,0,0,0,0
78,2000-01-04T06:00,990,8,0,2,0,0,0,0,0
79,2000-01-04T07:00,990,8,0,2,0,0,0,0,0
80,2000-01-04T08:00,989,9,0,2,0,0,0,0,0
81,2000-01-04T09:00,989,9,0,2,0,0,0,0,0
82,2000-01-04T10:00,989,9,0,2,0,0,0,0,0
83,2000-01-04T11:00,989,9,0,2,0,0,0,0,0
84,2000-01-04T12:00,989,9,0,2,0,0,0,0,0
85,2000-01-04T13:00,989,9,0,2,0,0,0,0,0
86,2000-01-04T14:00,989,9,0,2,0,0,0,0,0
87,2000-01-04T15:00,989,9,0,2,0,0,0,0,0
88,2000-01-04T16:00,989,9,0,2,0,0,0,0,0
89,2000-01-04T17:00,989,9,0,2,0,0,0,0,0
90,2000-01-04T18:00,989,9,0,2,0,0,0,0,0
91,2000-01-04T19:00,989,9,0,2,0,0,0,0,0
92,2000-01-04T20:00,989,9,0,2,0,0,0,0,0
93,2000-01-04T21:00,989,9,0,2,0,0,0,0,0
94,2000-01-04T22:00,989,9,0,2,0,0,0,0,0
95,2000-01-04T23:00,989,9,0,2,0,0,0,0,0
96,2000-01-05T00:00,989,9,0,2,0,0,0,0,0
97,2000-01-05T01:00,989,6,1,4,0,0,0,0,0
98,2000-01-05T02:00,987,8,1,4,0,0,0,0,0
99,2000-01-05T03:00,987,8,1,4,0,0,0,0,0
100,2000-01-05T04:00,987,8,1,4,0,0,0,0,0
101,2000-01-05T05:00,987,8,1,4,0,0,0,0,0
102,2000-01-05T06:00,987,8,1,4,0,0,0,0,0
103,2000-01-05T07:00,987,8,1,4,0,0,0,0,0
104,2000-01-05T08:00,987,8,1,4,0,0,0,0,0
105,2000-01-05T09:00,985,10,1,4,0,0,0,0,0
106,2000-01-05T10:00,985,10,1,4,0,0,0,0,0
107,2000-01-05T11:00,985,10,1,4,0,0,0,0,0
108,2000-01-05T12:00,984,11,1,4,0,0,0,0,0
109,2000-01-05T13:00,983,12,1,4,0,0,0,0,0
110,2000-01-05T14:00,983,12,1,4,0,0,0,0,0
111,2000-01-05T15:00,983,12,1,4,0,0,0,0,0
112,2000-01-05T16:00,983,12,1,4,0,0,0,0,0
113,2000-01-05T17:00,981,14,1,4,0,0,0,0,0
114,2000-01-05T18:00,981,14,1,4,0,0,0,0,0
115,2000-01-05T19:00,981,14,1,4,0,0,0,0,0
116,2000-01-05T20:00,981,14,1,4,0,0,0,0,0
117,2000-01-05T21:00,981,14,1,4,0,0,0,0,0
118,2000-01-05T22:00,981,14,1,4,0,0,0,0,0
119,2000-01-05T23:00,981,14,1,4,0,0,0,0,0
120,2000-01-06T00:00,981,14,1,4,0,0,0,0,0
121,2000-01-06T01:00,981,14,1,4,0,0,0,0,0
122,2000-01-06T02:00,980,15,1,4,0,0,0,0,0
123,2000-01-06T03:00,980,15,1,4,0,0,0,0,0
124,2000-01-06T04:00,980,15,1,4,0,0,0,0,0
125,2000-01-06T05:00,980,15,1,4,0,0,0,0,0
126,2000-01-06T06:00,980,15,1,4,0,0,0,0,0
127,2000-01-06T07:00,980,15,1,4,0,0,0,0,0
128,2000-01-06T08:00,980,15,1,4,0,0,0,0,0
129,2000-01-06T09:00,980,15,1,4,0,0,0,0,0
130,2000-01-06T10:00,980,15,1,4,0,0,0,0,0
131,2000-01-06T11:00,980,15,1,4,0,0,0,0,0
132,2000-01-06T12:00,980,15,1,4,0,0,0,0,0
133,2000-01-06T13:00,980,15,1,4,0,0,0,0,0
134,2000-01-06T14:00,980,15,1,4,0,0,0,0,0
135,2000-01-06T15:00,980,15,1,4,0,0,0,0,0
136,2000-01-06T16:00,980,15,1,4,0,0,0,0,0
137,2000-01-06T17:00,979,16,1,4,0,0,0,0,0
138,2000-01-06T18:00,978,17,1,4,0,0,0,0,0
139,2000-01-06T19:00,978,17,1,4,0,0,0,0,0
140,2000-01-06T20:00,978,17,1,4,0,0,0,0,0
141,2000-01-06T21:00,978,17,1,4,0,0,0,0,0
142,2000-01-06T22:00,978,17,1,4,0,0,0,0,0
143,2000-01-06T23:00,978,17,1,4,0,0,0,0,0
144,2000-01-07T00:00,978,17,1,4,0,0,0,0,0
145,2000-01-07T01:00,978,16,2,2,0,0,0,0,0
146,2000-01-07T02:00,978,16,2,2,0,0,0,0,0
147,2000-01-07T03:00,978,16,2,2,0,0,0,0,0
148,2000-01-07T04:00,978,16,2,2,0,0,0,0,0
149,2000-01-07T05:00,978,16,2,2,0,0,0,0,0
150,2000-01-07T06:00,978,16,2,2,0,0,0,0,0
151,2000-01-07T07:00,978,16,2,2,0,0,0,0,0
152,2000-01-07T08:00,978,16,2,2,0,0,0,0,0
153,2000-01-07T09:00,978,16,2,2,0,0,0,0,0
154,2000-01-07T10:00,978,16,2,2,0,0,0,0,0
155,2000-01-07T11:00,976,18,2,2,0,0,0,0,0
156,2000-01-07T12:00,975,19,2,2,0,0,0,0,0
157,2000-01-07T13:00,974,20,2,2,0,0,0,0,0
158,2000-01-07T14:00,971,23,2,2,0,0,0,0,0
159,2000-01-07T15:00,968,26,2,2,0,0,0,0,0
160,2000-01-07T16:00,966,28,2,2,0,0,0,0,0
161,2000-01-07T17:00,965,29,2,2,0,0,0,0,0
162,2000-01-07T18:00,963,31,2,2,0,0,0,0,0
163,2000-01-07T19:00,961,33,2,2,0,0,0,0,0
164,2000-01-07T20:00,960,34,2,2,0,0,0,0,0
165,2000-01-07T21:00,960,34,2,2,0,0,0,0,0
166,2000-01-07T22:00,960,34,2,2,0,0,0,0,0
167,2000-01-07T23:00,960,34,2,2,0,0,0,0,0
168,2000-01-08T00:00,960,34,2,2,0,0,0,0,0
169,2000-01-08T01:00,960,32,2,4,0,0,2,0,0
170,2000-01-08T02:00,960,32,2,4,0,0,2,0,0
171,2000-01-08T03:00,960,32,2,4,0,0,2,0,0
172,2000-01-08T04:00,960,32,2,4,0,0,2,0,0
173,2000-01-08T05:00,960,32,2,4,0,0,2,0,0
174,2000-01-08T06:00,960,32,2,4,0,0,2,0,0
175,2000-01-08T07:00,960,32,2,4,0,0,2,0,0
176,2000-01-08T08:00,959,33,2,4,0,0,2,0,0
177,2000-01-08T09:00,959,33,2,4,0,0,2,0,0
178,2000-01-08T10:00,958,34,2,4,0,0,2,0,0
179,2000-01-08T11:00,958,34,2,4,0,0,2,0,0
180,2000-01-08T12:00,958,34,2,4,0,0,2,0,0
181,2000-01-08T13:00,958,34,2,4,0,0,2,0,0
182,2000-01-08T14:00,958,34,2,4,0,0,2,0,0
183,2000-01-08T15:00,958,34,2,4,0,0,2,0,0
184,2000-01-08T16:00,958,34,2,4,0,0,2,0,0
185,2000-01-08T17:00,958,34,2,4,0,0,2,0,0
186,2000-01-08T18:00,957,35,2,4,0,0,2,0,0
187,2000-01-08T19:00,957,35,2,4,0,0,2,0,0
188,2000-01-08T20:00,957,35,2,4,0,0,2,0,0
189,2000-01-08T21:00,957,35,2,4,0,0,2,0,0
190,2000-01-08T22:00,957,35,2,4,0,0,2,0,0
191,2000-01-08T23:00,956,36,2,4,0,0,2,0,0
192,2000-01-09T00:00,956,36,2,4,0,0,2,0,0
193,2000-01-09T01:00,956,35,2,3,1,0,2,0,0
194,2000-01-09T02:00,955,36,2,3,1,0,2,0,0
195,2000-01-09T03:00,955,36,2,3,1,0,2,0,0
196,2000-01-09T04:00,955,36,2,3,1,0,2,0,0
197,2000-01-09T05:00,955,36,2,3,1,0,2,0,0
198,2000-01-09T06:00,955,36,2,3,1,0,2,0,0
199,2000-01-09T07:00,955,36,2,3,1,0,2,0,0
200,2000-01-09T08:00,955,36,2,3,1,0,2,0,0
201,2000-01-09T09:00,955,36,2,3,1,0,2,0,0
202,2000-01-09T10:00,955,36,2,3,1,0,2,0,0
203,2000-01-09T11:00,955,36,2,3,1,0,2,0,0
204,2000-01-09T12:00,955,34,3,4,1,0,2,0,0
205,2000-01-09T13:00,955,34,3,4,1,0,2,0,0
206,2000-01-09T14:00,954,35,3,4,1,0,2,0,0
207,2000-01-09T15:00,953,36,3,4,1,0,2,0,0
208,2000-01-09T16:00,953,36,3,4,1,0,2,0,0
209,2000-01-09T17:00,953,36,3,4,1,0,2,0,0
210,2000-01-09T18:00,953,36,3,4,1,0,2,0,0
211,2000-01-09T19:00,953,36,3,4,1,0,2,0,0
212,2000-01-09T20:00,953,36,3,4,1,0,2,0,0
213,2000-01-09T21:00,953,36,3,4,1,0,2,0,0
214,2000-01-09T22:00,953,36,3,4,1,0,2,0,0
215,2000-01-09T23:00,953,36,3,4,1,0,2,0,0
216,2000-01-10T00:00,953,36,3,4,1,0,2,0,0
217,2000-01-10T01:00,953,35,3,5,1,0,3,0,0
218,2000-01-10T02:00,953,35,3,5,1,0,3,0,0
219,2000-01-10T03:00,952,36,3,5,1,0,3,0,0
220,2000-01-10T04:00,952,36,3,5,1,0,3,0,0
221,2000-01-10T05:00,950,38,3,5,1,0,3,0,0
222,2000-01-10T06:00,950,38,3,5,1,0,3,0,0
223,2000-01-10T07:00,949,39,3,5,1,0,3,0,0
224,2000-01-10T08:00,949,39,3,5,1,0,3,0,0
225,2000-01-10T09:00,949,38,4,5,1,0,3,0,0
226,2000-01-10T10:00,948,39,4,5,1,0,3,0,0
227,2000-01-10T11:00,948,39,4,5,1,0,3,0,0
228,2000-01-10T12:00,948,39,4,5,1,0,3,0,0
229,2000-01-10T13:00,948,39,4,5,1,0,3,0,0
230,2000-01-10T14:00,945,42,4,5,1,0,3,0,0
231,2000-01-10T15:00,945,42,4,5,1,0,3,0,0
232,2000-01-10T16:00,944,43,4,5,1,0,3,0,0
233,2000-01-10T17:00,943,43,4,6,1,0,3,0,0
234,2000-01-10T18:00,942,43,4,7,1,0,3,0,0
235,2000-01-10T19:00,941,44,4,7,1,0,3,0,0
236,2000-01-10T20:00,941,44,4,7,1,0,3,0,0
237,2000-01-10T21:00,940,45,4,7,1,0,3,0,0
238,2000-01-10T22:00,940,45,4,7,1,0,3,0,0
239,2000-01-10T23:00,939,46,4,7,1,0,3,0,0
240,2000-01-11T00:00,938,47,4,7,1,0,3,0,0
241,2000-01-11T01:00,938,47,4,7,1,0,3,0,0
242,2000-01-11T02:00,938,47,4,7,1,0,3,0,0
243,2000-01-11T03:00,938,47,4,7,1,0,3,0,0
244,2000-01-11T04:00,938,47,4,7,1,0,3,0,0
245,2000-01-11T05:00,938,47,4,7,1,0,3,0,0
246,2000-01-11T06:00,938,47,4,7,1,0,3,0,0
247,2000-01-11T07:00,938,47,4,7,1,0,3,0,0
248,2000-01-11T08:00,938,47,4,7,1,0,3,0,0
249,2000-01-11T09:00,938,47,4,7,1,0,3,0,0
250,2000-01-11T10:00,938,47,4,7,1,0,3,0,0
251,2000-01-11T11:00,938,46,4,8,1,0,3,0,0
252,2000-01-11T12:00,938,46,4,8,1,0,3,0,0
253,2000-01-11T13:00,938,45,5,8,1,0,3,0,0
254,2000-01-11T14:00,937,45,5,9,1,0,3,0,0
255,2000-01-11T15:00,937,44,6,9,1,0,3,0,0
256,2000-01-11T16:00,937,43,7,9,1,0,3,0,0
257,2000-01-11T17:00,936,41,8,10,1,0,3,0,0
258,2000-01-11T18:00,935,41,8,11,1,0,3,0,0
259,2000-01-11T19:00,935,41,8,11,1,0,3,0,0
260,2000-01-11T20:00,934,42,8,11,1,0,3,0,0
261,2000-01-11T21:00,933,43,8,11,1,0,3,0,0
262,2000-01-11T22:00,933,43,8,11,1,0,3,0,0
263,2000-01-11T23:00,933,43,8,11,1,0,3,0,0
264,2000-01-12T00:00,929,47,8,11,1,0,3,0,0
265,2000-01-12T01:00,928,48,8,11,1,0,3,0,0
266,2000-01-12T02:00,927,47,8,13,1,0,3,0,0
267,2000-01-12T03:00,926,48,8,13,1,0,3,0,0
268,2000-01-12T04:00,925,49,8,13,1,0,3,0,0
269,2000-01-12T05:00,924,50,8,13,1,0,3,0,0
270,2000-01-12T06:00,924,50,8,13,1,0,3,0,0
271,2000-01-12T07:00,922,52,8,13,1,0,3,0,0
272,2000-01-12T08:00,922,51,9,13,1,0,3,0,0
273,2000-01-12T09:00,922,50,10,13,1,0,3,0,0
274,2000-01-12T10:00,922,50,10,13,1,0,3,0,0
275,2000-01-12T11:00,921,51,10,13,1,0,3,0,0
276,2000-01-12T12:00,921,51,10,13,1,0,3,0,0
277,2000-01-12T13:00,921,51,10,13,1,0,3,0,0
278,2000-01-12T14:00,920,52,10,13,1,0,3,0,0
279,2000-01-12T15:00,920,52,10,13,1,0,3,0,0
280,2000-01-12T16:00,919,52,10,14,1,0,3,0,0
281,2000-01-12T17:00,919,52,10,14,1,0,4,0,0
282,2000-01-12T18:00,919,52,10,14,1,0,4,0,0
283,2000-01-12T19:00,919,51,10,15,1,0,4,0,0
284,2000-01-12T20:00,918,51,10,16,1,0,4,0,0
285,2000-01-12T21:00,918,51,10,16,1,0,4,0,0
286,2000-01-12T22:00,918,51,10,16,1,0,4,0,0
287,2000-01-12T23:00,917,52,10,16,1,0,4,0,0
288,2000-01-13T00:00,917,52,10,16,1,0,4,0,0
289,2000-01-13T01:00,917,52,9,14,1,0,4,0,0
290,2000-01-13T02:00,916,53,9,14,1,0,4,0,0
291,2000-01-13T03:00,916,53,9,14,1,0,4,0,0
292,2000-01-13T04:00,913,56,9,14,1,0,4,0,0
293,2000-01-13T05:00,913,55,9,15,1,0,4,0,0
294,2000-01-13T06:00,912,56,9,15,1,0,4,0,0
295,2000-01-13T07:00,912,56,9,15,1,0,4,0,0
296,2000-01-13T08:00,912,56,9,15,1,0,4,0,0
297,2000-01-13T09:00,911,57,8,15,1,0,4,0,0
298,2000-01-13T10:00,911,57,8,15,1,0,4,0,0
299,2000-01-13T11:00,911,56,9,15,1,0,4,0,0
300,2000-01-13T12:00,911,56,9,15,1,0,4,0,0
301,2000-01-13T13:00,911,56,9,15,1,0,4,0,0
302,2000-01-13T14:00,909,55,10,17,1,0,4,0,0
303,2000-01-13T15:00,909,54,10,18,1,0,4,0,0
304,2000-01-13T16:00,909,54,10,18,1,0,4,0,0
305,2000-01-13T17:00,908,55,10,18,1,0,4,0,0
306,2000-01-13T18:00,907,56,10,18,1,0,4,0,0
307,2000-01-13T19:00,906,57,10,18,1,0,4,0,0
308,2000-01-13T20:00,905,58,10,18,1,0,4,0,0
309,2000-01-13T21:00,903,60,10,18,1,0,4,0,0
310,2000-01-13T22:00,900,63,10,18,1,0,4,0,0
311,2000-01-13T23:00,900,63,10,18,1,0,4,0,0
312,2000-01-14T00:00,900,62,10,19,1,0,4,0,0
313,2000-01-14T01:00,898,64,9,18,1,0,7,0,0
314,2000-01-14T02:00,898,63,10,17,1,0,7,0,0
315,2000-01-14T03:00,897,64,10,17,1,0,7,0,0
316,2000-01-14T04:00,897,64,10,17,1,0,7,0,0
317,2000-01-14T05:00,895,65,10,18,1,0,7,0,0
318,2000-01-14T06:00,894,66,10,18,1,0,7,0,0
319,2000-01-14T07:00,894,66,10,18,1,0,7,0,0
320,2000-01-14T08:00,893,67,9,18,1,0,7,0,0
321,2000-01-14T09:00,892,68,9,18,1,0,8,0,0
322,2000-01-14T10:00,890,69,9,19,1,0,8,0,0
323,2000-01-14T11:00,889,70,9,19,1,0,8,0,0
324,2000-01-14T12:00,888,71,9,19,1,0,8,0,0
325,2000-01-14T13:00,887,71,9,20,1,0,8,0,0
326,2000-01-14T14:00,887,71,9,20,1,0,8,0,0
327,2000-01-14T15:00,886,70,9,21,1,0,8,0,0
328,2000-01-14T16:00,886,70,9,21,1,0,8,0,0
329,2000-01-14T17:00,885,71,9,21,1,0,8,0,0
330,2000-01-14T18:00,884,70,9,23,1,0,8,0,0
331,2000-01-14T19:00,884,69,9,24,1,0,8,0,0
332,2000-01-14T20:00,882,71,9,24,1,0,8,0,0
333,2000-01-14T21:00,881,72,9,24,1,0,8,0,0
334,2000-01-14T22:00,881,72,9,24,1,0,8,0,0
335,2000-01-14T23:00,880,72,9,25,1,0,8,0,0
336,2000-01-15T00:00,878,73,9,26,1,0,8,0,0
337,2000-01-15T01:00,877,74,9,26,1,0,10,0,0
338,2000-01-15T02:00,877,73,9,27,1,0,11,0,0
339,2000-01-15T03:00,877,73,9,27,1,0,11,0,0
340,2000-01-15T04:00,877,73,9,27,1,0,11,0,0
341,2000-01-15T05:00,875,75,9,27,1,0,11,0,0
342,2000-01-15T06:00,875,75,9,27,1,0,11,0,0
343,2000-01-15T07:00,875,75,9,27,1,0,11,0,0
344,2000-01-15T08:00,875,75,9,27,1,0,12,0,0
345,2000-01-15T09:00,874,76,9,27,1,0,12,0,0
346,2000-01-15T10:00,874,76,9,27,1,0,12,0,0
347,2000-01-15T11:00,874,75,10,27,1,0,12,0,0
348,2000-01-15T12:00,874,75,10,27,1,0,12,0,0
349,2000-01-15T13:00,874,75,10,27,1,0,12,0,0
350,2000-01-15T14:00,873,74,11,28,1,0,12,0,0
351,2000-01-15T15:00,872,75,11,27,1,0,13,0,0
352,2000-01-15T16:00,872,75,11,27,1,0,13,0,0
353,2000-01-15T17:00,872,75,10,26,2,0,13,0,0
354,2000-01-15T18:00,870,76,10,26,2,0,13,0,0
355,2000-01-15T19:00,869,76,11,25,3,0,13,0,0
356,2000-01-15T20:00,869,76,11,25,3,0,13,0,0
357,2000-01-15T21:00,869,75,12,25,3,0,13,0,0
358,2000-01-15T22:00,869,75,12,25,3,0,13,0,0
359,2000-01-15T23:00,869,74,12,25,3,0,13,0,0
360,2000-01-16T00:00,868,75,12,25,3,0,13,0,0
361,2000-01-16T01:00,868,75,12,25,3,0,13,0,0
362,2000-01-16T02:00,868,75,11,24,3,0,13,0,0
363,2000-01-16T03:00,867,76,11,24,3,0,13,0,0
364,2000-01-16T04:00,867,76,11,24,3,0,13,0,0
365,2000-01-16T05:00,866,77,11,24,3,0,13,0,0
366,2000-01-16T06:00,866,76,11,25,3,0,13,0,0
367,2000-01-16T07:00,866,75,11,26,3,0,13,0,0
368,2000-01-16T08:00,866,74,11,27,3,0,13,0,0
369,2000-01-16T09:00,866,74,10,27,3,0,13,0,0
370,2000-01-16T10:00,865,75,10,27,3,0,13,0,0
371,2000-01-16T11:00,864,76,10,26,3,0,13,0,0
372,2000-01-16T12:00,863,77,10,25,3,0,13,0,0
373,2000-01-16T13:00,861,79,9,25,3,0,13,0,0
374,2000-01-16T14:00,860,78,9,26,3,0,13,0,0
375,2000-01-16T15:00,860,78,9,26,3,0,14,0,0
376,2000-01-16T16:00,860,76,11,26,3,0,14,0,0
377,2000-01-16T17:00,859,77,11,25,3,0,15,0,0
378,2000-01-16T18:00,858,76,11,26,3,0,16,0,0
379,2000-01-16T19:00,858,76,11,26,3,0,16,0,0
380,2000-01-16T20:00,858,75,11,27,3,0,16,0,0
